year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5126320,270,Highland,Edinbane Primary School,Primary,trend,Pupil Numbers,6,
2021,5126320,270,Highland,Edinbane Primary School,Primary,trend,Teacher Numbers (FTE),1.8,
2021,5126320,270,Highland,Edinbane Primary School,Primary,trend,Pupil Teacher Ratio,3.3,
2021,5126320,270,Highland,Edinbane Primary School,Primary,trend,Average Class,6,
2022,5126320,270,Highland,Edinbane Primary School,Primary,trend,Pupil Numbers,12,
2022,5126320,270,Highland,Edinbane Primary School,Primary,trend,Teacher Numbers (FTE),0.7,
2022,5126320,270,Highland,Edinbane Primary School,Primary,trend,Pupil Teacher Ratio,17.1,
2022,5126320,270,Highland,Edinbane Primary School,Primary,trend,Average Class,12,
2022,5126320,270,Highland,Edinbane Primary School,Primary,sex,Female,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,sex,Male,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,stage,P1,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,stage,P2,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,stage,P3,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,stage,P4,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,stage,P5,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,stage,P6,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,stage,P7,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,additional_support_needs,ASN,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,additional_support_needs,No ASN,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,english_additional_language,EAL,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,english_additional_language,No EAL,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,deprivation,SIMD Unknown,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,deprivation,SIMD Q1,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,deprivation,SIMD Q2,c,c
2022,5126320,270,Highland,Edinbane Primary School,Primary,deprivation,SIMD Q3,c,c
