year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5112729,270,Highland,Gledfield Primary School,Primary,trend,Pupil Numbers,24,
2021,5112729,270,Highland,Gledfield Primary School,Primary,trend,Teacher Numbers (FTE),2.4,
2021,5112729,270,Highland,Gledfield Primary School,Primary,trend,Pupil Teacher Ratio,10,
2021,5112729,270,Highland,Gledfield Primary School,Primary,trend,Average Class,12,
2022,5112729,270,Highland,Gledfield Primary School,Primary,trend,Pupil Numbers,20,
2022,5112729,270,Highland,Gledfield Primary School,Primary,trend,Teacher Numbers (FTE),2.5,
2022,5112729,270,Highland,Gledfield Primary School,Primary,trend,Pupil Teacher Ratio,7.9,
2022,5112729,270,Highland,Gledfield Primary School,Primary,trend,Average Class,10,
2022,5112729,270,Highland,Gledfield Primary School,Primary,sex,Female,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,sex,Male,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,stage,P1,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,stage,P2,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,stage,P3,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,stage,P4,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,stage,P5,35%,
2022,5112729,270,Highland,Gledfield Primary School,Primary,stage,P6,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,stage,P7,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,additional_support_needs,ASN,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,additional_support_needs,No ASN,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,english_additional_language,EAL,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,english_additional_language,No EAL,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,deprivation,SIMD Unknown,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,deprivation,SIMD Q1,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,deprivation,SIMD Q2,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,deprivation,SIMD Q3,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,deprivation,SIMD Q4,c,c
2022,5112729,270,Highland,Gledfield Primary School,Primary,deprivation,SIMD Q5,c,c
